PktCount,SumPktLength,MaxPktLength,MinPktLength,MeanPktLength,SumIat,MaxIat,MinIat,MeanIat,FlowDuration,InitialWindow,SumWindow,MaxWindow,MinWindow,MeanWindow,IsTCP,isVideo
1.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,3202.0,883.0,54.0,168.52631578947367,66838829.0,62294041.0,0.0,3713268.277777778,66838829.0,65535.0,1597438.0,106496.0,0.0,84075.68421052632,1.0,0.0
1.0,193.0,193.0,193.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,2680.0,1090.0,54.0,206.15384615384616,66707217.0,63796439.0,0.0,5558934.75,66707217.0,65535.0,1017343.0,101376.0,0.0,78257.15384615384,1.0,0.0
1.0,155.0,155.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,6396.0,679.0,66.0,236.88888888888889,48738552.0,20004751.0,0.0,1874559.6923076923,48738552.0,65535.0,2781695.0,113152.0,65535.0,103025.74074074074,1.0,0.0
12.0,5047.0,1414.0,66.0,420.5833333333333,66422989.0,64122288.0,255.0,6038453.545454546,66422989.0,65535.0,797695.0,66560.0,65535.0,66474.58333333333,1.0,0.0
24.0,9926.0,1414.0,66.0,413.5833333333333,48601358.0,20129275.0,197.0,2113102.5217391304,48601358.0,65535.0,1596415.0,66560.0,65535.0,66517.29166666667,1.0,0.0
15.0,8138.0,1414.0,66.0,542.5333333333333,65507966.0,62556455.0,253.0,4679140.428571428,65507966.0,26847.0,444639.0,32768.0,26847.0,29642.6,1.0,0.0
30.0,4047.0,583.0,66.0,134.9,26604554.0,20024488.000000007,0.0,917398.4137931034,26604554.0,65535.0,2732031.0,96256.0,65535.0,91067.7,1.0,0.0
15.0,3460.0,679.0,66.0,230.66666666666666,24548403.0,20007013.999999993,0.0,1753457.357142857,24548403.0,65535.0,1334783.0,92672.0,65535.0,88985.53333333334,1.0,0.0
12.0,1502.0,583.0,54.0,125.16666666666667,510548.0,242947.0,0.0,46413.454545454544,510548.0,65535.0,776191.0,89088.0,0.0,64682.583333333336,1.0,0.0
9.0,1340.0,583.0,66.0,148.88888888888889,523757.0,240624.0,0.0,65469.625,523757.0,65535.0,776191.0,89088.0,65535.0,86243.44444444444,1.0,0.0
25.0,4381.0,583.0,66.0,175.24,26665499.0,20007946.999999993,0.0,1111062.4583333333,26665499.0,65535.0,2269183.0,95232.0,65535.0,90767.32,1.0,0.0
32.0,4194.0,344.0,54.0,131.0625,26609446.0,20149987.000000007,176.0,858369.2258064516,26609446.0,65535.0,2062335.0,66560.0,0.0,64447.96875,1.0,0.0
14.0,2955.0,676.0,66.0,211.07142857142858,24423177.0,20138243.999999993,179.0,1878705.923076923,24423177.0,65535.0,930815.0,66560.0,65535.0,66486.78571428571,1.0,0.0
10.0,939.0,222.0,66.0,93.9,381995.0,238783.0,195.0,42443.88888888889,381995.0,65535.0,664575.0,66560.0,65535.0,66457.5,1.0,0.0
8.0,735.0,222.0,66.0,91.875,387661.0,239645.0,155.0,55380.142857142855,387661.0,65535.0,531455.0,66560.0,65535.0,66431.875,1.0,0.0
23.0,3915.0,598.0,66.0,170.2173913043478,26448335.0,20142368.000000007,109.0,1202197.0454545454,26448335.0,65535.0,1529855.0,66560.0,65535.0,66515.43478260869,1.0,0.0
22.0,2793.0,588.0,66.0,126.95454545454545,35592307.0,20037988.0,0.0,1694871.761904762,35592307.0,65535.0,1960959.0,91136.0,65535.0,89134.5,1.0,0.0
13.0,1592.0,583.0,54.0,122.46153846153847,516099.0,178543.0,0.0,43008.25,516099.0,65535.0,1043455.0,89088.0,0.0,80265.76923076923,1.0,0.0
31.0,4640.0,729.0,66.0,149.67741935483872,35314684.0,20006453.0,0.0,1177156.1333333333,35314684.0,65535.0,2809855.0,94208.0,65535.0,90640.48387096774,1.0,0.0
23.0,2481.0,465.0,54.0,107.8695652173913,37048962.0,21477743.0,163.0,1684043.7272727273,37048962.0,65535.0,1330175.0,66560.0,0.0,57833.69565217391,1.0,0.0
12.0,1112.0,222.0,66.0,92.66666666666667,373232.0,189849.0,94.0,33930.181818181816,373232.0,65535.0,797695.0,66560.0,65535.0,66474.58333333333,1.0,0.0
30.0,4162.0,448.0,66.0,138.73333333333332,35179846.0,21501330.0,85.0,1213098.1379310344,35179846.0,65535.0,1995775.0,66560.0,65535.0,66525.83333333333,1.0,0.0
